Algorithm,Processors,Size(bytes),Avg_Latency(us)
2,32,1024,15.76
2,32,2048,19.91
2,32,4096,29.90
2,32,8192,35.20
2,32,16384,34.78
2,32,32768,48.47
2,32,65536,91.43
2,32,131072,155.29
2,32,262144,307.95
2,32,524288,611.61
2,32,1048576,1174.12
2,48,1,19.38
2,48,2,6.79
2,48,4,4.32
2,48,8,5.19
2,48,16,4.06
2,48,32,6.21
2,48,64,5.36
2,48,128,19.26
2,48,256,17.39
2,48,512,18.70
2,48,1024,22.35
2,48,2048,28.76
2,48,4096,39.93
2,48,8192,50.51
2,48,16384,49.38
2,48,32768,70.58
2,48,65536,122.05
2,48,131072,223.97
2,48,262144,386.29
2,48,524288,787.98
2,48,1048576,1553.51
2,64,1,4.23
2,64,2,9.58
2,64,4,3.21
2,64,8,4.24
2,64,16,3.22
2,64,32,3.59
2,64,64,8.31
2,64,128,31.45
2,64,256,26.52
2,64,512,23.33
2,64,1024,26.31
2,64,2048,28.08
2,64,4096,46.52
2,64,8192,58.50
2,64,16384,68.52
2,64,32768,77.74
2,64,65536,134.58
2,64,131072,236.18
2,64,262144,553.36
2,64,524288,865.77
2,64,1048576,1766.63
2,96,1,6.79
2,96,2,41.35
2,96,4,6.46
2,96,8,6.39
2,96,16,6.48
2,96,32,6.79
2,96,64,8.34
2,96,128,49.77
2,96,256,42.27
2,96,512,35.86
2,96,1024,60.93
2,96,2048,57.16
2,96,4096,67.94
2,96,8192,82.66
2,96,16384,86.49
2,96,32768,119.63
2,96,65536,179.06
2,96,131072,344.78
2,96,262144,674.20
2,96,524288,1286.10
2,96,1048576,2640.50
2,128,1,8.86
2,128,2,44.29
2,128,4,7.81
2,128,8,6.66
2,128,16,7.03
2,128,32,8.08
2,128,64,8.78
2,128,128,61.46
2,128,256,48.80
2,128,512,43.17
2,128,1024,56.39
2,128,2048,69.91
2,128,4096,87.55
2,128,8192,108.08
2,128,16384,112.77
2,128,32768,144.76
2,128,65536,239.48
2,128,131072,435.04
2,128,262144,814.11
2,128,524288,1617.03
2,128,1048576,3364.98
2,176,1,5436.08
2,176,2,41.95
2,176,4,15.63
2,176,8,11.67
2,176,16,11.72
2,176,32,13.18
2,176,64,17.72
2,176,128,105.04
2,176,256,77.86
2,176,512,65.84
2,176,1024,90.85
2,176,2048,103.79
2,176,4096,135.73
2,176,8192,159.32
2,176,16384,194.15
2,176,32768,228.16
2,176,65536,324.42
2,176,131072,591.67
2,176,262144,1103.57
2,176,524288,2134.35
2,176,1048576,4264.66
2,224,1,5317.53
2,224,2,53.86
2,224,4,116.21
2,224,8,54.64
2,224,16,73.89
2,224,32,78.85
2,224,64,91.75
2,224,128,137.86
2,224,256,100.44
2,224,512,78.60
2,224,1024,97.33
2,224,2048,132.71
2,224,4096,195.67
2,224,8192,226.46
2,224,16384,243.17
2,224,32768,260.29
2,224,65536,465.38
2,224,131072,704.33
2,224,262144,1313.96
2,224,524288,2653.32
2,224,1048576,5123.78
2,256,1,22.15
2,256,2,13.45
2,256,4,9.64
2,256,8,10.31
2,256,16,9.81
2,256,32,10.55
2,256,64,11.63
2,256,128,82.85
2,256,256,204.41
2,256,512,81.27
2,256,1024,118.73
2,256,2048,111.33
2,256,4096,219.43
2,256,8192,279.33
2,256,16384,283.39
2,256,32768,305.65
2,256,65536,460.34
2,256,131072,826.26
2,256,262144,1505.47
2,256,524288,2873.63
2,256,1048576,5678.67
5,2,1,3.75
5,2,2,1.09
5,2,4,0.21
5,2,8,0.18
5,2,16,0.18
5,2,32,0.17
5,2,64,0.17
5,2,128,1.44
5,2,256,6.28
5,2,512,1.19
5,2,1024,1.19
5,2,2048,1.40
5,2,4096,3.79
5,2,8192,5.47
5,2,16384,6.67
5,2,32768,12.06
5,2,65536,8.18
5,2,131072,13.97
5,2,262144,24.08
5,2,524288,46.71
5,2,1048576,86.59
5,4,1,23.44
5,4,2,0.26
5,4,4,0.21
5,4,8,0.20
5,4,16,0.21
5,4,32,0.86
5,4,64,0.20
5,4,128,2.62
5,4,256,4.36
5,4,512,2.92
5,4,1024,2.60
5,4,2048,4.55
5,4,4096,6.82
5,4,8192,8.88
5,4,16384,7.94
5,4,32768,11.12
5,4,65536,12.47
5,4,131072,26.63
5,4,262144,38.10
5,4,524288,83.48
5,4,1048576,175.32
5,8,1,4.81
5,8,2,0.79
5,8,4,0.50
5,8,8,0.93
5,8,16,1.44
5,8,32,0.99
5,8,64,0.90
5,8,128,7.88
5,8,256,4.75
5,8,512,4.66
5,8,1024,5.10
5,8,2048,10.70
5,8,4096,14.04
5,8,8192,17.24
5,8,16384,14.78
5,8,32768,20.91
5,8,65536,36.94
5,8,131072,67.43
5,8,262144,134.28
5,8,524288,243.07
5,8,1048576,482.12
5,16,1,4.22
5,16,2,5.25
5,16,4,1.73
5,16,8,1.21
5,16,16,1.19
5,16,32,1.41
5,16,64,5.01
5,16,128,7.83
5,16,256,10.20
5,16,512,18.13
5,16,1024,11.69
5,16,2048,11.32
5,16,4096,22.25
5,16,8192,24.63
5,16,16384,25.56
5,16,32768,40.73
5,16,65536,79.00
5,16,131072,131.07
5,16,262144,270.57
5,16,524288,513.91
5,16,1048576,1012.24
5,32,1,105.86
5,32,2,3.90
5,32,4,2.25
5,32,8,1.95
5,32,16,1.55
5,32,32,2.25
5,32,64,3.94
5,32,128,11.47
5,32,256,12.67
5,32,512,10.84
5,32,1024,16.79
5,32,2048,19.21
5,32,4096,41.19
5,32,8192,34.29
5,32,16384,40.89
5,32,32768,67.20
5,32,65536,130.66
5,32,131072,271.22
5,32,262144,483.92
5,32,524288,977.95
5,32,1048576,1877.55
5,48,1,12.52
5,48,2,6.09
5,48,4,4.12
5,48,8,3.93
5,48,16,3.28
5,48,32,3.93
5,48,64,6.08
5,48,128,15.25
5,48,256,30.99
5,48,512,13.58
5,48,1024,14.84
5,48,2048,23.63
5,48,4096,34.88
5,48,8192,41.41
5,48,16384,69.44
5,48,32768,94.94
5,48,65536,171.67
5,48,131072,346.64
5,48,262144,632.31
5,48,524288,1192.65
5,48,1048576,1773.92
5,64,1,11.54
5,64,2,10.45
5,64,4,2.36
5,64,8,2.09
5,64,16,2.48
5,64,32,2.54
5,64,64,5.63
5,64,128,13.09
5,64,256,15.98
5,64,512,15.33
5,64,1024,18.21
5,64,2048,20.70
5,64,4096,34.90
5,64,8192,44.95
5,64,16384,65.32
5,64,32768,110.36
5,64,65536,214.28
5,64,131072,431.38
5,64,262144,733.10
5,64,524288,1527.35
5,64,1048576,2639.74
5,96,1,6.20
5,96,2,16.67
5,96,4,3.40
5,96,8,3.96
5,96,16,3.03
5,96,32,3.91
5,96,64,5.04
5,96,128,15.09
5,96,256,22.36
5,96,512,32.53
5,96,1024,31.21
5,96,2048,32.37
5,96,4096,40.87
5,96,8192,55.13
5,96,16384,81.44
5,96,32768,134.24
5,96,65536,263.55
5,96,131072,543.40
5,96,262144,1201.27
5,96,524288,1706.54
5,96,1048576,3148.57
5,128,1,8.05
5,128,2,215.28
5,128,4,5.25
5,128,8,4.31
5,128,16,3.89
5,128,32,4.24
5,128,64,6.10
5,128,128,16.72
5,128,256,22.37
5,128,512,22.62
5,128,1024,34.63
5,128,2048,33.57
5,128,4096,46.02
5,128,8192,65.26
5,128,16384,98.86
5,128,32768,166.26
5,128,65536,321.63
5,128,131072,690.42
5,128,262144,1191.74
5,128,524288,2179.12
5,128,1048576,3957.59
5,176,1,638.94
5,176,2,74.18
5,176,4,17.46
5,176,8,18.70
5,176,16,17.98
5,176,32,17.97
5,176,64,25.93
5,176,128,13.82
5,176,256,22.18
5,176,512,24.45
5,176,1024,24.63
5,176,2048,32.06
5,176,4096,53.33
5,176,8192,77.25
5,176,16384,141.32
5,176,32768,402.08
5,176,65536,504.83
5,176,131072,1161.95
5,176,262144,1805.51
5,176,524288,2835.12
5,176,1048576,7182.15
5,224,1,3520.04
5,224,2,17.56
5,224,4,16.49
5,224,8,14.50
5,224,16,12.08
5,224,32,12.36
5,224,64,11.30
5,224,128,16.83
5,224,256,21.80
5,224,512,31.03
5,224,1024,28.53
5,224,2048,40.76
5,224,4096,68.74
5,224,8192,271.19
5,224,16384,219.72
5,224,32768,348.69
5,224,65536,537.85
5,224,131072,913.83
5,224,262144,3124.97
5,224,524288,4323.18
5,224,1048576,11373.04
5,256,1,2.20
5,256,2,3.45
5,256,4,9.84
5,256,8,5.37
5,256,16,4.88
5,256,32,5.40
5,256,64,8.15
5,256,128,18.33
5,256,256,46.09
5,256,512,22.51
5,256,1024,28.86
5,256,2048,33.93
5,256,4096,67.77
5,256,8192,108.12
5,256,16384,200.26
5,256,32768,548.34
5,256,65536,1100.60
5,256,131072,2412.49
5,256,262144,2119.64
5,256,524288,4641.05
5,256,1048576,12675.35
0,2,1,9.71
0,2,2,0.24
0,2,4,0.16
0,2,8,0.17
0,2,16,0.16
0,2,32,0.18
0,2,64,0.19
0,2,128,1.43
0,2,256,6.05
0,2,512,1.31
0,2,1024,1.28
0,2,2048,1.38
0,2,4096,3.66
0,2,8192,4.70
0,2,16384,5.38
0,2,32768,6.12
0,2,65536,8.65
0,2,131072,14.45
0,2,262144,22.54
0,2,524288,42.37
0,2,1048576,82.68
0,4,1,23.34
0,4,2,0.30
0,4,4,0.22
0,4,8,0.24
0,4,16,0.25
0,4,32,0.22
0,4,64,0.28
0,4,128,2.76
0,4,256,4.85
0,4,512,2.63
0,4,1024,2.94
0,4,2048,4.84
0,4,4096,7.36
0,4,8192,10.44
0,4,16384,5.28
0,4,32768,6.46
0,4,65536,12.21
0,4,131072,21.10
0,4,262144,43.45
0,4,524288,87.53
0,4,1048576,251.22
0,8,1,1.86
0,8,2,0.70
0,8,4,1.11
0,8,8,0.76
0,8,16,1.10
0,8,32,1.59
0,8,64,1.05
0,8,128,9.29
0,8,256,4.76
0,8,512,8.83
0,8,1024,6.64
0,8,2048,10.60
0,8,4096,14.09
0,8,8192,16.29
0,8,16384,15.10
0,8,32768,12.68
0,8,65536,27.43
0,8,131072,47.28
0,8,262144,100.63
0,8,524288,257.43
0,8,1048576,442.03
0,16,1,2.22
0,16,2,3.51
0,16,4,1.17
0,16,8,0.72
0,16,16,1.01
0,16,32,1.14
0,16,64,1.68
0,16,128,8.11
0,16,256,9.25
0,16,512,7.86
0,16,1024,11.61
0,16,2048,11.82
0,16,4096,18.68
0,16,8192,23.26
0,16,16384,21.07
0,16,32768,31.70
0,16,65536,73.93
0,16,131072,139.21
0,16,262144,258.99
0,16,524288,548.55
0,16,1048576,1681.10
0,32,1,5.26
0,32,2,1.94
0,32,4,1.95
0,32,8,2.30
0,32,16,1.82
0,32,32,2.00
0,32,64,2.17
0,32,128,12.23
0,32,256,12.45
0,32,512,9.58
0,32,1024,11.01
0,32,2048,16.98
0,32,4096,40.66
0,32,8192,27.62
0,32,16384,20.45
0,32,32768,33.31
0,32,65536,53.11
0,32,131072,109.36
0,32,262144,219.58
0,32,524288,556.31
0,32,1048576,1047.77
0,48,1,12.88
0,48,2,4.22
0,48,4,2.61
0,48,8,2.99
0,48,16,2.78
0,48,32,2.83
0,48,64,13.85
0,48,128,10.42
0,48,256,11.82
0,48,512,12.05
0,48,1024,12.44
0,48,2048,21.29
0,48,4096,27.92
0,48,8192,34.63
0,48,16384,30.12
0,48,32768,31.32
0,48,65536,69.20
0,48,131072,115.13
0,48,262144,228.96
0,48,524288,498.75
0,48,1048576,1005.90
0,64,1,1.39
0,64,2,7.00
0,64,4,2.20
0,64,8,2.22
0,64,16,2.16
0,64,32,2.64
0,64,64,3.75
0,64,128,10.77
0,64,256,13.06
0,64,512,12.16
0,64,1024,10.88
0,64,2048,16.00
0,64,4096,31.47
0,64,8192,34.83
0,64,16384,152.99
0,64,32768,44.73
0,64,65536,83.45
0,64,131072,143.78
0,64,262144,324.43
0,64,524288,650.49
0,64,1048576,1088.73
0,96,1,2.51
0,96,2,8.76
0,96,4,2.78
0,96,8,2.39
0,96,16,2.49
0,96,32,3.44
0,96,64,3.45
0,96,128,13.68
0,96,256,17.58
0,96,512,15.93
0,96,1024,25.18
0,96,2048,27.74
0,96,4096,35.29
0,96,8192,42.95
0,96,16384,32.80
0,96,32768,51.45
0,96,65536,85.88
0,96,131072,170.23
0,96,262144,389.73
0,96,524288,949.35
0,96,1048576,1832.80
0,128,1,2.27
0,128,2,17.35
0,128,4,4.54
0,128,8,3.98
0,128,16,4.29
0,128,32,4.98
0,128,64,4.89
0,128,128,17.86
0,128,256,25.01
0,128,512,24.11
0,128,1024,35.50
0,128,2048,33.67
0,128,4096,46.08
0,128,8192,61.95
0,128,16384,98.47
0,128,32768,198.50
0,128,65536,121.99
0,128,131072,259.62
0,128,262144,525.89
0,128,524288,1206.13
0,128,1048576,1956.15
0,176,1,61.59
0,176,2,14.34
0,176,4,8.73
0,176,8,9.12
0,176,16,4.83
0,176,32,5.95
0,176,64,31.54
0,176,128,19.87
0,176,256,24.23
0,176,512,21.19
0,176,1024,26.71
0,176,2048,37.83
0,176,4096,229.32
0,176,8192,92.71
0,176,16384,133.97
0,176,32768,257.89
0,176,65536,125.56
0,176,131072,245.41
0,176,262144,513.16
0,176,524288,1468.92
0,176,1048576,1842.58
0,224,1,898.94
0,224,2,14.58
0,224,4,13.39
0,224,8,10.42
0,224,16,11.77
0,224,32,11.80
0,224,64,11.18
0,224,128,16.60
0,224,256,17.03
0,224,512,29.18
0,224,1024,23.00
0,224,2048,36.53
0,224,4096,63.77
0,224,8192,110.10
0,224,16384,179.87
0,224,32768,366.08
0,224,65536,123.68
0,224,131072,222.95
0,224,262144,505.27
0,224,524288,882.25
0,224,1048576,1679.53
0,256,1,1.89
0,256,2,2.01
0,256,4,1.05
0,256,8,1.28
0,256,16,1.17
0,256,32,1.50
0,256,64,0.95
0,256,128,15.29
0,256,256,25.42
0,256,512,14.35
0,256,1024,21.04
0,256,2048,34.38
0,256,4096,47.46
0,256,8192,55.12
0,256,16384,156.46
0,256,32768,57.49
0,256,65536,116.54
0,256,131072,228.80
0,256,262144,483.32
0,256,524288,1034.28
0,256,1048576,1723.25
1,2,1,3.80
1,2,2,0.18
1,2,4,0.18
1,2,8,0.16
1,2,16,0.16
1,2,32,0.17
1,2,64,0.16
1,2,128,1.26
1,2,256,6.58
1,2,512,1.34
1,2,1024,1.40
1,2,2048,1.37
1,2,4096,5.40
1,2,8192,4.47
1,2,16384,5.58
1,2,32768,5.95
1,2,65536,8.46
1,2,131072,12.86
1,2,262144,21.94
1,2,524288,44.32
1,2,1048576,86.62
1,4,1,0.97
1,4,2,0.24
1,4,4,0.16
1,4,8,0.16
1,4,16,0.15
1,4,32,0.15
1,4,64,0.15
1,4,128,2.87
1,4,256,6.88
1,4,512,2.48
1,4,1024,4.54
1,4,2048,4.69
1,4,4096,9.00
1,4,8192,9.52
1,4,16384,5.47
1,4,32768,6.23
1,4,65536,10.06
1,4,131072,23.86
1,4,262144,46.76
1,4,524288,95.30
1,4,1048576,195.72
1,8,1,41.42
1,8,2,0.71
1,8,4,2.53
1,8,8,0.95
1,8,16,0.62
1,8,32,1.27
1,8,64,1.03
1,8,128,7.55
1,8,256,6.35
1,8,512,7.09
1,8,1024,9.44
1,8,2048,12.43
1,8,4096,15.36
1,8,8192,21.51
1,8,16384,10.33
1,8,32768,14.41
1,8,65536,24.53
1,8,131072,43.50
1,8,262144,101.61
1,8,524288,236.55
1,8,1048576,573.61
1,16,1,3.54
1,16,2,4.13
1,16,4,1.54
1,16,8,2.14
1,16,16,1.46
1,16,32,1.36
1,16,64,2.45
1,16,128,15.84
1,16,256,13.36
1,16,512,16.16
1,16,1024,22.12
1,16,2048,18.18
1,16,4096,31.16
1,16,8192,38.22
1,16,16384,13.73
1,16,32768,25.30
1,16,65536,53.04
1,16,131072,106.47
1,16,262144,235.10
1,16,524288,472.20
1,16,1048576,929.11
1,32,1,22.39
1,32,2,4.77
1,32,4,3.22
1,32,8,3.25
1,32,16,3.05
1,32,32,4.29
1,32,64,5.07
1,32,128,29.12
1,32,256,25.73
1,32,512,30.21
1,32,1024,31.23
1,32,2048,45.05
1,32,4096,67.86
1,32,8192,82.95
1,32,16384,29.98
1,32,32768,36.92
1,32,65536,123.07
1,32,131072,198.40
1,32,262144,497.73
1,32,524288,976.44
1,32,1048576,1831.85
1,48,1,27.28
1,48,2,12.10
1,48,4,5.94
1,48,8,5.92
1,48,16,5.74
1,48,32,5.81
1,48,64,6.61
1,48,128,43.36
1,48,256,42.60
1,48,512,48.62
1,48,1024,52.28
1,48,2048,67.76
1,48,4096,101.64
1,48,8192,134.10
1,48,16384,37.72
1,48,32768,77.34
1,48,65536,155.29
1,48,131072,342.69
1,48,262144,763.09
1,48,524288,1595.85
1,48,1048576,2982.06
1,64,1,2.17
1,64,2,12.67
1,64,4,4.79
1,64,8,4.65
1,64,16,5.48
1,64,32,5.85
1,64,64,11.92
1,64,128,83.50
1,64,256,71.81
1,64,512,53.91
1,64,1024,60.29
1,64,2048,75.05
1,64,4096,136.64
1,64,8192,166.51
1,64,16384,56.75
1,64,32768,83.44
1,64,65536,203.14
1,64,131072,381.90
1,64,262144,1012.97
1,64,524288,2325.13
1,64,1048576,4341.67
1,96,1,14.93
1,96,2,86.31
1,96,4,10.86
1,96,8,10.35
1,96,16,12.44
1,96,32,13.88
1,96,64,13.70
1,96,128,111.26
1,96,256,92.10
1,96,512,84.84
1,96,1024,104.67
1,96,2048,157.81
1,96,4096,205.00
1,96,8192,258.01
1,96,16384,93.12
1,96,32768,218.06
1,96,65536,530.57
1,96,131072,989.00
1,96,262144,2349.42
1,96,524288,5520.93
1,96,1048576,8778.23
1,128,1,18.81
1,128,2,117.99
1,128,4,12.65
1,128,8,12.27
1,128,16,13.15
1,128,32,17.50
1,128,64,19.00
1,128,128,137.96
1,128,256,119.93
1,128,512,129.84
1,128,1024,141.84
1,128,2048,200.12
1,128,4096,308.61
1,128,8192,359.87
1,128,16384,101.22
1,128,32768,241.83
1,128,65536,633.74
1,128,131072,1533.18
1,128,262144,3189.29
1,128,524288,7577.12
1,128,1048576,14034.95
1,176,1,63.51
1,176,2,307.78
1,176,4,31.50
1,176,8,23.17
1,176,16,26.91
1,176,32,38.01
1,176,64,30.64
1,176,128,192.82
1,176,256,181.08
1,176,512,147.30
1,176,1024,189.73
1,176,2048,272.68
1,176,4096,394.29
1,176,8192,482.05
1,176,16384,148.55
1,176,32768,259.25
1,176,65536,670.90
1,176,131072,1401.00
1,176,262144,2479.27
1,176,524288,5724.13
1,176,1048576,11169.14
1,224,1,1.34
1,224,2,117.08
1,224,4,37.18
1,224,8,29.85
1,224,16,44.36
1,224,32,33.65
1,224,64,38.35
1,224,128,200.96
1,224,256,241.56
1,224,512,204.25
1,224,1024,193.40
1,224,2048,259.74
1,224,4096,447.70
1,224,8192,523.96
1,224,16384,130.43
1,224,32768,228.78
1,224,65536,544.22
1,224,131072,1470.38
1,224,262144,2570.66
1,224,524288,5446.69
1,224,1048576,11009.64
1,256,1,45.68
1,256,2,33.80
1,256,4,34.54
1,256,8,33.76
1,256,16,33.72
1,256,32,34.31
1,256,64,35.35
1,256,128,177.16
1,256,256,329.66
1,256,512,183.38
1,256,1024,240.52
1,256,2048,257.26
1,256,4096,526.26
1,256,8192,631.31
1,256,16384,181.66
1,256,32768,340.57
1,256,65536,683.83
1,256,131072,1833.37
1,256,262144,2657.97
1,256,524288,5230.05
1,256,1048576,11078.77
2,2,1,3998.99
2,2,2,0.18
2,2,4,0.23
2,2,8,0.17
2,2,16,0.17
2,2,32,0.18
2,2,64,0.19
2,2,128,1.43
2,2,256,6.28
2,2,512,1.44
2,2,1024,1.38
2,2,2048,1.53
2,2,4096,3.52
2,2,8192,4.70
2,2,16384,5.65
2,2,32768,5.69
2,2,65536,7.58
2,2,131072,12.76
2,2,262144,22.22
2,2,524288,42.68
2,2,1048576,80.61
2,4,1,1.81
2,4,2,0.25
2,4,4,0.21
2,4,8,0.19
2,4,16,0.18
2,4,32,1.18
2,4,64,0.17
2,4,128,3.01
2,4,256,4.72
2,4,512,3.28
2,4,1024,4.84
2,4,2048,5.64
2,4,4096,9.64
2,4,8192,12.24
2,4,16384,5.32
2,4,32768,6.18
2,4,65536,8.81
2,4,131072,17.25
2,4,262144,40.61
2,4,524288,93.73
2,4,1048576,195.29
2,8,1,3.74
2,8,2,0.88
2,8,4,3.37
2,8,8,1.94
2,8,16,0.84
2,8,32,1.86
2,8,64,1.04
2,8,128,9.88
2,8,256,6.13
2,8,512,5.84
2,8,1024,10.40
2,8,2048,9.63
2,8,4096,13.37
2,8,8192,17.71
2,8,16384,13.42
2,8,32768,17.43
2,8,65536,31.20
2,8,131072,57.12
2,8,262144,122.25
2,8,524288,277.19
2,8,1048576,615.27
2,16,1,8.25
2,16,2,2.69
2,16,4,2.87
2,16,8,1.34
2,16,16,1.88
2,16,32,1.50
2,16,64,1.65
2,16,128,9.90
2,16,256,13.79
2,16,512,9.23
2,16,1024,11.48
2,16,2048,11.47
2,16,4096,23.94
2,16,8192,23.22
2,16,16384,22.94
2,16,32768,34.82
2,16,65536,54.04
2,16,131072,113.34
2,16,262144,224.90
2,16,524288,476.76
2,16,1048576,953.23
2,32,1,13.40
2,32,2,4.02
2,32,4,2.74
2,32,8,3.13
2,32,16,1.77
2,32,32,2.18
2,32,64,2.20
2,32,128,14.36
2,32,256,13.04
2,32,512,15.13
2,32,1024,14.61
2,32,2048,22.23
2,32,4096,33.15
2,32,8192,36.80
2,32,16384,37.31
2,32,32768,49.76
2,32,65536,80.57
2,32,131072,155.98
2,32,262144,302.06
2,32,524288,597.12
2,32,1048576,1208.07
2,48,1,12.08
2,48,2,4.79
2,48,4,9.32
2,48,8,4.05
2,48,16,4.81
2,48,32,5.44
2,48,64,4.82
2,48,128,18.25
2,48,256,16.91
2,48,512,19.34
2,48,1024,28.99
2,48,2048,31.93
2,48,4096,40.22
2,48,8192,54.21
2,48,16384,53.47
2,48,32768,64.60
2,48,65536,108.60
2,48,131072,200.73
2,48,262144,390.91
2,48,524288,757.86
2,48,1048576,1503.45
2,64,1,5.08
2,64,2,25.90
2,64,4,4.57
2,64,8,3.99
2,64,16,3.24
2,64,32,3.99
2,64,64,8.38
2,64,128,33.39
2,64,256,26.34
2,64,512,22.54
2,64,1024,23.78
2,64,2048,30.79
2,64,4096,48.43
2,64,8192,58.88
2,64,16384,68.40
2,64,32768,81.61
2,64,65536,156.07
2,64,131072,238.72
2,64,262144,456.20
2,64,524288,915.73
2,64,1048576,1821.65
2,96,1,6.94
2,96,2,42.95
2,96,4,6.94
2,96,8,5.58
2,96,16,5.58
2,96,32,7.16
2,96,64,7.37
2,96,128,52.93
2,96,256,42.76
2,96,512,37.72
2,96,1024,51.86
2,96,2048,55.26
2,96,4096,66.47
2,96,8192,80.94
2,96,16384,89.96
2,96,32768,114.40
2,96,65536,180.76
2,96,131072,361.79
2,96,262144,699.85
2,96,524288,1382.94
2,96,1048576,2674.85
2,128,1,9.65
2,128,2,43.94
2,128,4,8.95
2,128,8,7.90
2,128,16,8.66
2,128,32,8.60
2,128,64,8.94
2,128,128,66.48
2,128,256,47.49
2,128,512,42.71
2,128,1024,59.11
2,128,2048,77.32
2,128,4096,84.97
2,128,8192,125.36
2,128,16384,116.65
2,128,32768,156.26
2,128,65536,267.49
2,128,131072,476.76
2,128,262144,891.04
2,128,524288,1756.97
2,128,1048576,3458.27
2,176,1,2295.95
2,176,2,44.48
2,176,4,14.19
2,176,8,10.84
2,176,16,10.83
2,176,32,11.66
2,176,64,13.28
2,176,128,87.12
2,176,256,711.09
2,176,512,64.74
2,176,1024,70.53
2,176,2048,100.13
2,176,4096,124.48
2,176,8192,150.85
2,176,16384,1531.74
2,176,32768,225.00
2,176,65536,385.85
2,176,131072,599.46
2,176,262144,1106.40
2,176,524288,2105.05
2,176,1048576,4068.54
2,224,1,5235.15
2,224,2,61.02
2,224,4,23.10
2,224,8,19.15
2,224,16,20.66
2,224,32,24.05
2,224,64,30.45
2,224,128,135.22
2,224,256,110.74
2,224,512,88.82
2,224,1024,89.98
2,224,2048,126.46
2,224,4096,186.73
2,224,8192,234.14
2,224,16384,256.50
2,224,32768,275.86
2,224,65536,429.44
2,224,131072,725.21
2,224,262144,1316.57
2,224,524288,2664.34
2,224,1048576,5286.53
2,256,1,31.83
2,256,2,13.71
2,256,4,9.57
2,256,8,9.09
2,256,16,8.16
2,256,32,10.12
2,256,64,11.11
2,256,128,77.08
2,256,256,190.45
2,256,512,79.09
2,256,1024,111.27
2,256,2048,106.46
2,256,4096,206.84
2,256,8192,291.76
2,256,16384,298.25
2,256,32768,297.92
2,256,65536,455.64
2,256,131072,842.76
2,256,262144,1468.44
2,256,524288,2864.19
2,256,1048576,5664.06
5,2,1,4171.73
5,2,2,0.18
5,2,4,0.20
5,2,8,0.18
5,2,16,0.19
5,2,32,0.20
5,2,64,0.19
5,2,128,1.40
5,2,256,6.48
5,2,512,1.67
5,2,1024,1.35
5,2,2048,1.34
5,2,4096,5.69
5,2,8192,4.44
5,2,16384,5.45
5,2,32768,5.88
5,2,65536,8.92
5,2,131072,16.54
5,2,262144,25.55
5,2,524288,42.39
5,2,1048576,81.21
5,4,1,1.80
5,4,2,0.26
5,4,4,0.24
5,4,8,0.20
5,4,16,0.24
5,4,32,0.22
5,4,64,0.78
5,4,128,2.64
5,4,256,7.24
5,4,512,2.36
5,4,1024,4.26
5,4,2048,5.70
5,4,4096,10.67
5,4,8192,14.71
5,4,16384,9.39
5,4,32768,13.02
5,4,65536,13.55
5,4,131072,24.03
5,4,262144,40.54
5,4,524288,80.39
5,4,1048576,203.03
5,8,1,7.99
5,8,2,1.01
5,8,4,1.70
5,8,8,0.90
5,8,16,0.80
5,8,32,1.73
5,8,64,1.21
5,8,128,7.29
5,8,256,5.62
5,8,512,6.45
5,8,1024,8.38
5,8,2048,11.06
5,8,4096,13.62
5,8,8192,16.47
5,8,16384,16.78
5,8,32768,24.08
5,8,65536,40.59
5,8,131072,77.55
5,8,262144,146.68
5,8,524288,294.72
5,8,1048576,517.12
5,16,1,7.29
5,16,2,3.46
5,16,4,3.80
5,16,8,1.88
5,16,16,2.12
5,16,32,1.67
5,16,64,1.47
5,16,128,8.83
5,16,256,11.60
5,16,512,10.21
5,16,1024,13.49
5,16,2048,15.35
5,16,4096,20.98
5,16,8192,27.12
5,16,16384,25.10
5,16,32768,39.97
5,16,65536,70.56
5,16,131072,132.37
5,16,262144,262.08
5,16,524288,506.12
5,16,1048576,1023.10
5,32,1,142.33
5,32,2,9.08
5,32,4,1.79
5,32,8,1.75
5,32,16,2.15
5,32,32,2.41
5,32,64,24.00
5,32,128,11.15
5,32,256,12.81
5,32,512,11.63
5,32,1024,12.82
5,32,2048,15.45
5,32,4096,29.02
5,32,8192,36.75
5,32,16384,38.94
5,32,32768,68.72
5,32,65536,121.95
5,32,131072,247.18
5,32,262144,501.38
5,32,524288,965.05
5,32,1048576,1820.34
5,48,1,11.07
5,48,2,6.35
5,48,4,3.82
5,48,8,4.02
5,48,16,4.30
5,48,32,4.17
5,48,64,18.90
5,48,128,13.25
5,48,256,14.72
5,48,512,14.66
5,48,1024,16.25
5,48,2048,22.12
5,48,4096,32.67
5,48,8192,44.07
5,48,16384,60.49
5,48,32768,95.27
5,48,65536,172.02
5,48,131072,341.33
5,48,262144,630.87
5,48,524288,1241.44
5,48,1048576,2493.46
5,64,1,2.73
5,64,2,21.05
5,64,4,2.67
5,64,8,2.28
5,64,16,2.34
5,64,32,2.72
5,64,64,5.34
5,64,128,12.09
5,64,256,15.92
5,64,512,14.76
5,64,1024,18.52
5,64,2048,21.26
5,64,4096,35.16
5,64,8192,52.00
5,64,16384,63.90
5,64,32768,104.62
5,64,65536,211.29
5,64,131072,440.05
5,64,262144,783.52
