Algorithm,Processors,Size(bytes),Avg_Latency(us)
0,176,128,16.07
0,176,256,26.40
0,176,512,22.32
0,176,1024,25.12
0,176,2048,34.61
0,176,4096,55.21
0,176,8192,74.80
0,176,16384,141.00
0,176,32768,245.13
0,176,65536,133.38
0,176,131072,256.44
0,176,262144,512.81
0,176,524288,1097.69
0,176,1048576,1810.69
0,224,1,20.86
0,224,2,15.19
0,224,4,11.50
0,224,8,11.08
0,224,16,12.05
0,224,32,9.98
0,224,64,20.13
0,224,128,16.98
0,224,256,23.38
0,224,512,29.89
0,224,1024,23.69
0,224,2048,37.09
0,224,4096,64.04
0,224,8192,109.47
0,224,16384,172.69
0,224,32768,401.26
0,224,65536,110.23
0,224,131072,253.43
0,224,262144,519.25
0,224,524288,998.40
0,224,1048576,1822.31
0,256,1,1.95
0,256,2,1.58
0,256,4,0.98
0,256,8,1.16
0,256,16,1.18
0,256,32,1.40
0,256,64,0.88
0,256,128,15.21
0,256,256,24.71
0,256,512,14.79
0,256,1024,22.04
0,256,2048,32.27
0,256,4096,47.83
0,256,8192,55.74
0,256,16384,146.62
0,256,32768,61.95
0,256,65536,107.70
0,256,131072,209.53
0,256,262144,441.53
0,256,524288,988.01
0,256,1048576,1738.43
1,2,1,102.12
1,2,2,0.15
1,2,4,0.18
1,2,8,0.18
1,2,16,0.16
1,2,32,0.16
1,2,64,0.18
1,2,128,1.56
1,2,256,6.19
1,2,512,1.19
1,2,1024,1.39
1,2,2048,1.41
1,2,4096,5.25
1,2,8192,4.90
1,2,16384,5.19
1,2,32768,5.76
1,2,65536,7.39
1,2,131072,15.12
1,2,262144,23.65
1,2,524288,48.95
1,2,1048576,95.42
1,4,1,0.72
1,4,2,0.28
1,4,4,0.17
1,4,8,0.14
1,4,16,0.15
1,4,32,1.07
1,4,64,0.15
1,4,128,2.75
1,4,256,3.81
1,4,512,3.46
1,4,1024,3.01
1,4,2048,4.68
1,4,4096,8.29
1,4,8192,9.51
1,4,16384,5.52
1,4,32768,7.18
1,4,65536,12.99
1,4,131072,24.85
1,4,262144,45.24
1,4,524288,86.74
1,4,1048576,199.86
1,8,1,2.68
1,8,2,0.71
1,8,4,2.12
1,8,8,1.10
1,8,16,0.86
1,8,32,1.42
1,8,64,1.14
1,8,128,7.94
1,8,256,6.17
1,8,512,7.95
1,8,1024,10.17
1,8,2048,13.47
1,8,4096,15.56
1,8,8192,21.71
1,8,16384,10.48
1,8,32768,11.01
1,8,65536,27.62
1,8,131072,55.75
1,8,262144,113.11
1,8,524288,216.26
1,8,1048576,494.39
1,16,1,541.40
1,16,2,4.29
1,16,4,1.56
1,16,8,1.73
1,16,16,1.72
1,16,32,1.64
1,16,64,2.55
1,16,128,13.66
1,16,256,14.07
1,16,512,11.49
1,16,1024,14.23
1,16,2048,21.49
1,16,4096,32.15
1,16,8192,35.57
1,16,16384,15.04
1,16,32768,26.52
1,16,65536,48.91
1,16,131072,106.49
1,16,262144,202.14
1,16,524288,393.50
1,16,1048576,697.77
1,32,1,4.76
1,32,2,6.67
1,32,4,2.69
1,32,8,3.17
1,32,16,3.17
1,32,32,3.69
1,32,64,3.66
1,32,128,35.35
1,32,256,30.11
1,32,512,33.15
1,32,1024,30.55
1,32,2048,48.65
1,32,4096,65.26
1,32,8192,81.70
1,32,16384,23.09
1,32,32768,42.09
1,32,65536,112.79
1,32,131072,227.21
1,32,262144,474.07
1,32,524288,1056.03
1,32,1048576,1851.44
1,48,1,13.78
1,48,2,10.68
1,48,4,6.28
1,48,8,5.25
1,48,16,5.20
1,48,32,4.92
1,48,64,6.83
1,48,128,47.36
1,48,256,39.22
1,48,512,54.18
1,48,1024,51.56
1,48,2048,67.08
1,48,4096,110.47
1,48,8192,123.32
1,48,16384,38.54
1,48,32768,79.46
1,48,65536,187.42
1,48,131072,345.49
1,48,262144,765.83
1,48,524288,1635.24
1,48,1048576,3197.68
1,64,1,4.92
1,64,2,17.17
1,64,4,5.17
1,64,8,5.29
1,64,16,4.75
1,64,32,5.86
1,64,64,12.87
1,64,128,86.48
1,64,256,75.90
1,64,512,54.65
1,64,1024,74.29
1,64,2048,76.27
1,64,4096,130.43
1,64,8192,161.11
1,64,16384,58.50
1,64,32768,92.90
1,64,65536,255.03
1,64,131072,536.86
1,64,262144,960.01
1,64,524288,2218.49
1,64,1048576,4522.93
1,96,1,16.46
1,96,2,84.92
1,96,4,11.18
1,96,8,10.41
1,96,16,11.27
1,96,32,12.50
1,96,64,31.29
1,96,128,116.28
1,96,256,98.71
1,96,512,79.83
1,96,1024,108.56
1,96,2048,152.92
1,96,4096,209.25
1,96,8192,268.89
1,96,16384,81.12
1,96,32768,183.80
1,96,65536,464.46
1,96,131072,1006.33
1,96,262144,2171.95
1,96,524288,5678.24
1,96,1048576,9431.50
1,128,1,25.01
1,128,2,108.35
1,128,4,13.98
1,128,8,13.02
1,128,16,13.61
1,128,32,26.69
1,128,64,18.83
1,128,128,140.12
1,128,256,133.43
1,128,512,107.04
1,128,1024,137.57
1,128,2048,200.37
1,128,4096,278.33
1,128,8192,355.06
1,128,16384,115.71
1,128,32768,249.57
1,128,65536,733.83
1,128,131072,1553.82
1,128,262144,3277.71
1,128,524288,6318.50
1,128,1048576,12537.72
1,176,1,25.27
1,176,2,114.98
1,176,4,33.26
1,176,8,23.23
1,176,16,28.88
1,176,32,41.57
1,176,64,31.27
1,176,128,223.68
1,176,256,175.08
1,176,512,145.06
1,176,1024,192.57
1,176,2048,272.12
1,176,4096,427.09
1,176,8192,483.90
1,176,16384,141.58
1,176,32768,205.67
1,176,65536,620.43
1,176,131072,1347.24
1,176,262144,2635.14
1,176,524288,5911.69
1,176,1048576,10578.13
1,224,1,1.66
1,224,2,114.17
1,224,4,43.37
1,224,8,33.78
1,224,16,35.27
1,224,32,37.88
1,224,64,41.88
1,224,128,229.94
1,224,256,257.47
1,224,512,219.38
1,224,1024,223.48
1,224,2048,287.16
1,224,4096,456.55
1,224,8192,556.57
1,224,16384,135.12
1,224,32768,289.10
1,224,65536,622.25
1,224,131072,1374.73
1,224,262144,2638.50
1,224,524288,6162.68
1,224,1048576,14710.67
1,256,1,48.74
1,256,2,36.28
1,256,4,34.14
1,256,8,35.17
1,256,16,35.59
1,256,32,36.57
1,256,64,37.55
1,256,128,207.52
1,256,256,358.94
1,256,512,201.95
1,256,1024,246.79
1,256,2048,276.51
1,256,4096,507.03
1,256,8192,605.70
1,256,16384,151.93
1,256,32768,248.53
1,256,65536,713.85
1,256,131072,1914.11
1,256,262144,2620.53
1,256,524288,6735.56
1,256,1048576,16365.57
2,2,1,227.00
2,2,2,0.19
2,2,4,0.18
2,2,8,0.17
2,2,16,0.20
2,2,32,0.17
2,2,64,0.21
2,2,128,1.44
2,2,256,8.27
2,2,512,1.67
2,2,1024,1.56
2,2,2048,1.35
2,2,4096,3.89
2,2,8192,4.66
2,2,16384,6.30
2,2,32768,6.17
2,2,65536,8.20
2,2,131072,14.36
2,2,262144,24.51
2,2,524288,49.89
2,2,1048576,105.69
2,4,1,2.08
2,4,2,0.23
2,4,4,0.18
2,4,8,0.20
2,4,16,0.18
2,4,32,0.17
2,4,64,0.17
2,4,128,3.12
2,4,256,4.64
2,4,512,3.27
2,4,1024,2.70
2,4,2048,4.56
2,4,4096,10.15
2,4,8192,10.09
2,4,16384,5.34
2,4,32768,5.96
2,4,65536,9.34
2,4,131072,18.93
2,4,262144,43.45
2,4,524288,85.64
2,4,1048576,197.52
2,8,1,6.67
2,8,2,0.94
2,8,4,2.89
2,8,8,0.86
2,8,16,0.88
2,8,32,2.10
2,8,64,1.09
2,8,128,9.49
2,8,256,4.94
2,8,512,8.22
2,8,1024,7.04
2,8,2048,10.41
2,8,4096,13.74
2,8,8192,16.01
2,8,16384,11.71
2,8,32768,16.01
2,8,65536,26.65
2,8,131072,53.36
2,8,262144,116.19
2,8,524288,253.40
2,8,1048576,532.35
2,16,1,7.04
2,16,2,2.84
2,16,4,2.15
2,16,8,0.92
2,16,16,1.39
2,16,32,1.22
2,16,64,1.38
2,16,128,12.97
2,16,256,10.69
2,16,512,8.53
2,16,1024,8.26
2,16,2048,11.77
2,16,4096,18.32
2,16,8192,23.39
2,16,16384,21.61
2,16,32768,30.32
2,16,65536,48.87
2,16,131072,100.68
2,16,262144,197.76
2,16,524288,420.28
2,16,1048576,898.59
2,32,1,216.68
2,32,2,5.55
2,32,4,2.49
2,32,8,1.73
2,32,16,1.62
2,32,32,1.99
2,32,64,2.69
2,32,128,11.78
2,32,256,12.58
2,32,512,14.13
2,32,1024,20.14
2,32,2048,23.02
2,32,4096,31.83
2,32,8192,34.66
2,32,16384,34.17
2,32,32768,50.29
2,32,65536,78.40
2,32,131072,143.98
2,32,262144,293.60
2,32,524288,605.28
2,32,1048576,1152.66
2,48,1,17.64
2,48,2,5.58
2,48,4,5.28
2,48,8,4.22
2,48,16,4.44
2,48,32,4.31
2,48,64,14.83
2,48,128,21.56
2,48,256,22.54
2,48,512,21.82
2,48,1024,22.77
2,48,2048,28.09
2,48,4096,42.48
2,48,8192,51.51
2,48,16384,51.24
2,48,32768,69.28
2,48,65536,113.14
2,48,131072,194.46
2,48,262144,613.90
2,48,524288,781.09
2,48,1048576,1512.75
2,64,1,4.14
2,64,2,8.94
2,64,4,3.54
2,64,8,3.91
2,64,16,3.48
2,64,32,4.11
2,64,64,8.85
2,64,128,31.86
2,64,256,26.92
2,64,512,22.81
2,64,1024,26.10
2,64,2048,28.44
2,64,4096,62.63
2,64,8192,60.15
2,64,16384,71.40
2,64,32768,77.10
2,64,65536,134.45
2,64,131072,271.80
2,64,262144,473.26
2,64,524288,933.48
2,64,1048576,1820.75
2,96,1,6.73
2,96,2,40.22
2,96,4,20.57
2,96,8,6.25
2,96,16,6.40
2,96,32,6.76
2,96,64,7.78
2,96,128,50.07
2,96,256,40.83
2,96,512,37.84
2,96,1024,47.64
2,96,2048,56.63
2,96,4096,67.22
2,96,8192,86.57
2,96,16384,100.80
2,96,32768,110.77
2,96,65536,199.98
2,96,131072,365.33
2,96,262144,702.01
2,96,524288,1335.60
2,96,1048576,2864.77
2,128,1,7.97
2,128,2,45.71
2,128,4,8.14
2,128,8,7.44
2,128,16,7.40
2,128,32,10.39
2,128,64,8.95
2,128,128,62.07
2,128,256,48.01
2,128,512,42.70
2,128,1024,70.00
2,128,2048,69.41
2,128,4096,94.51
2,128,8192,108.10
2,128,16384,115.56
2,128,32768,151.70
2,128,65536,238.08
2,128,131072,433.59
2,128,262144,834.88
2,128,524288,1650.57
2,128,1048576,3229.59
2,176,1,5337.08
2,176,2,46.17
2,176,4,17.17
2,176,8,12.83
2,176,16,12.56
2,176,32,15.16
2,176,64,14.96
2,176,128,103.14
2,176,256,81.44
2,176,512,72.37
2,176,1024,83.28
2,176,2048,105.82
2,176,4096,140.66
2,176,8192,173.65
2,176,16384,194.77
2,176,32768,216.55
2,176,65536,331.63
2,176,131072,572.62
2,176,262144,1110.37
2,176,524288,2158.98
2,176,1048576,4262.90
2,224,1,4567.82
2,224,2,68.36
2,224,4,23.52
2,224,8,19.66
2,224,16,16.33
2,224,32,21.99
2,224,64,27.25
2,224,128,138.26
2,224,256,93.77
2,224,512,78.49
2,224,1024,96.68
2,224,2048,130.48
2,224,4096,199.06
2,224,8192,226.38
2,224,16384,251.51
2,224,32768,420.90
2,224,65536,425.97
2,224,131072,758.29
2,224,262144,1388.81
2,224,524288,2696.83
2,224,1048576,5268.71
2,256,1,41.92
2,256,2,13.18
2,256,4,9.73
2,256,8,9.56
2,256,16,9.16
2,256,32,9.59
2,256,64,11.04
2,256,128,77.63
2,256,256,203.39
2,256,512,85.67
2,256,1024,102.61
2,256,2048,118.48
2,256,4096,218.03
2,256,8192,270.70
2,256,16384,274.58
2,256,32768,298.35
2,256,65536,461.26
2,256,131072,840.69
2,256,262144,1501.93
2,256,524288,2858.48
2,256,1048576,5693.47
5,2,1,3995.67
5,2,2,0.74
5,2,4,0.18
5,2,8,0.17
5,2,16,0.20
5,2,32,0.17
5,2,64,0.17
5,2,128,1.46
5,2,256,11.31
5,2,512,1.65
5,2,1024,1.31
5,2,2048,1.34
5,2,4096,3.64
5,2,8192,4.58
5,2,16384,5.48
5,2,32768,5.66
5,2,65536,7.69
5,2,131072,13.70
5,2,262144,28.66
5,2,524288,50.01
5,2,1048576,95.00
5,4,1,49.73
5,4,2,0.36
5,4,4,0.24
5,4,8,0.22
5,4,16,0.22
5,4,32,1.22
5,4,64,0.84
5,4,128,2.28
5,4,256,4.49
5,4,512,2.44
5,4,1024,4.11
5,4,2048,4.53
5,4,4096,6.66
5,4,8192,9.30
5,4,16384,7.68
5,4,32768,11.75
5,4,65536,12.01
5,4,131072,22.44
5,4,262144,36.92
5,4,524288,75.85
5,4,1048576,193.36
5,8,1,11.61
5,8,2,1.09
5,8,4,1.41
5,8,8,0.95
5,8,16,0.95
5,8,32,1.49
5,8,64,1.08
5,8,128,6.82
5,8,256,4.98
5,8,512,6.13
5,8,1024,6.55
5,8,2048,9.14
5,8,4096,13.23
5,8,8192,25.73
5,8,16384,13.95
5,8,32768,21.09
5,8,65536,38.30
5,8,131072,66.15
5,8,262144,130.87
5,8,524288,241.88
5,8,1048576,496.37
5,16,1,106.59
5,16,2,2.83
5,16,4,2.53
5,16,8,1.17
5,16,16,1.75
5,16,32,1.41
5,16,64,2.28
5,16,128,8.46
5,16,256,10.39
5,16,512,7.26
5,16,1024,15.56
5,16,2048,13.54
5,16,4096,24.65
5,16,8192,22.20
5,16,16384,24.82
5,16,32768,39.85
5,16,65536,69.97
5,16,131072,131.69
5,16,262144,261.98
5,16,524288,516.97
5,16,1048576,1108.05
5,32,1,9.85
5,32,2,4.96
5,32,4,2.20
5,32,8,2.01
5,32,16,1.94
5,32,32,1.97
5,32,64,2.41
5,32,128,14.19
5,32,256,10.92
5,32,512,11.77
5,32,1024,13.52
5,32,2048,17.07
5,32,4096,30.15
5,32,8192,47.79
5,32,16384,42.90
5,32,32768,72.13
5,32,65536,136.12
5,32,131072,277.72
5,32,262144,501.48
5,32,524288,1003.62
5,32,1048576,1871.03
5,48,1,19.23
5,48,2,9.85
5,48,4,3.49
5,48,8,3.74
5,48,16,5.22
5,48,32,3.97
5,48,64,26.50
5,48,128,16.11
5,48,256,17.40
5,48,512,14.69
5,48,1024,22.32
5,48,2048,27.35
5,48,4096,31.81
5,48,8192,45.21
5,48,16384,61.81
5,48,32768,94.52
5,48,65536,167.55
5,48,131072,317.00
5,48,262144,624.08
5,48,524288,1266.42
5,48,1048576,2579.43
5,64,1,3.56
5,64,2,10.91
5,64,4,2.36
5,64,8,2.38
5,64,16,2.59
5,64,32,2.49
5,64,64,4.90
5,64,128,13.23
5,64,256,15.99
5,64,512,15.73
5,64,1024,18.01
5,64,2048,20.73
5,64,4096,35.77
5,64,8192,43.77
5,64,16384,63.54
5,64,32768,115.68
5,64,65536,203.58
5,64,131072,406.21
5,64,262144,796.03
5,64,524288,1537.47
5,64,1048576,3114.49
5,96,1,5.05
5,96,2,18.15
5,96,4,3.54
5,96,8,3.92
5,96,16,4.07
5,96,32,4.03
5,96,64,4.47
5,96,128,15.25
5,96,256,22.25
5,96,512,20.88
5,96,1024,32.05
5,96,2048,37.71
5,96,4096,46.04
5,96,8192,55.75
5,96,16384,84.63
5,96,32768,145.21
5,96,65536,249.61
5,96,131072,507.32
5,96,262144,1161.41
5,96,524288,1693.36
5,96,1048576,3360.33
5,128,1,3.98
5,128,2,22.94
5,128,4,4.14
5,128,8,4.01
5,128,16,3.97
5,128,32,4.90
5,128,64,5.78
5,128,128,17.38
5,128,256,25.35
5,128,512,23.73
5,128,1024,35.34
5,128,2048,34.21
5,128,4096,48.29
5,128,8192,64.01
5,128,16384,99.13
5,128,32768,180.31
5,128,65536,326.26
5,128,131072,655.13
5,128,262144,1326.37
5,128,524288,2157.55
5,128,1048576,4279.76
5,176,1,920.53
5,176,2,8.96
5,176,4,5.60
5,176,8,5.59
5,176,16,4.57
5,176,32,5.18
5,176,64,25.57
5,176,128,16.65
5,176,256,20.03
5,176,512,21.07
5,176,1024,46.24
5,176,2048,41.21
5,176,4096,66.48
5,176,8192,80.79
5,176,16384,299.47
5,176,32768,270.27
5,176,65536,514.60
5,176,131072,1046.00
5,176,262144,1738.12
5,176,524288,2735.45
5,176,1048576,5598.97
5,224,1,680.27
5,224,2,26.73
5,224,4,11.63
5,224,8,8.66
5,224,16,12.88
5,224,32,11.44
5,224,64,12.10
5,224,128,16.76
5,224,256,24.10
5,224,512,25.96
5,224,1024,24.61
5,224,2048,42.71
5,224,4096,66.89
5,224,8192,114.07
5,224,16384,192.86
5,224,32768,380.72
5,224,65536,649.82
5,224,131072,1983.67
5,224,262144,2418.87
5,224,524288,3780.73
5,224,1048576,13055.76
5,256,1,4.77
5,256,2,4.40
5,256,4,19.94
5,256,8,6.46
5,256,16,5.51
5,256,32,5.80
5,256,64,9.23
5,256,128,20.56
5,256,256,54.83
5,256,512,23.97
5,256,1024,32.07
5,256,2048,36.95
5,256,4096,74.86
5,256,8192,125.11
5,256,16384,239.65
5,256,32768,458.10
5,256,65536,1134.59
5,256,131072,2359.33
5,256,262144,2191.97
5,256,524288,7355.53
5,256,1048576,12592.73
0,2,1,4103.30
0,2,2,0.25
0,2,4,0.19
0,2,8,0.21
0,2,16,0.15
0,2,32,0.18
0,2,64,0.21
0,2,128,1.32
0,2,256,6.24
0,2,512,1.26
0,2,1024,1.29
0,2,2048,1.36
0,2,4096,10.25
0,2,8192,4.75
0,2,16384,5.56
0,2,32768,5.79
0,2,65536,8.05
0,2,131072,16.81
0,2,262144,22.93
0,2,524288,41.81
0,2,1048576,81.88
0,4,1,221.94
0,4,2,0.35
0,4,4,0.22
0,4,8,0.21
0,4,16,0.24
0,4,32,0.94
0,4,64,0.26
0,4,128,2.29
0,4,256,4.98
0,4,512,2.61
0,4,1024,4.16
0,4,2048,4.67
0,4,4096,7.80
0,4,8192,11.10
0,4,16384,5.29
0,4,32768,5.70
0,4,65536,9.26
0,4,131072,22.68
0,4,262144,44.92
0,4,524288,88.47
0,4,1048576,250.12
0,8,1,12.09
0,8,2,0.69
0,8,4,1.21
0,8,8,0.91
0,8,16,1.42
0,8,32,1.73
0,8,64,1.04
0,8,128,9.48
0,8,256,5.11
0,8,512,8.94
0,8,1024,5.88
0,8,2048,10.89
0,8,4096,14.62
0,8,8192,18.47
0,8,16384,17.39
0,8,32768,11.45
0,8,65536,22.09
0,8,131072,45.34
0,8,262144,105.87
0,8,524288,260.53
0,8,1048576,522.79
0,16,1,1.63
0,16,2,1.95
0,16,4,2.09
0,16,8,0.79
0,16,16,1.25
0,16,32,1.13
0,16,64,0.52
0,16,128,7.80
0,16,256,7.44
0,16,512,7.44
0,16,1024,10.18
0,16,2048,11.18
0,16,4096,20.72
0,16,8192,21.40
0,16,16384,20.61
0,16,32768,32.82
0,16,65536,64.68
0,16,131072,122.41
0,16,262144,228.41
0,16,524288,485.37
0,16,1048576,1451.09
0,32,1,5.07
0,32,2,2.13
0,32,4,1.78
0,32,8,2.07
0,32,16,1.64
0,32,32,2.12
0,32,64,24.51
0,32,128,11.07
0,32,256,12.61
0,32,512,10.72
0,32,1024,11.08
0,32,2048,17.38
0,32,4096,23.54
0,32,8192,27.63
0,32,16384,20.57
0,32,32768,30.23
0,32,65536,61.37
0,32,131072,110.51
0,32,262144,271.06
0,32,524288,534.59
0,32,1048576,1008.14
0,48,1,12.54
0,48,2,7.86
0,48,4,3.31
0,48,8,3.13
0,48,16,2.43
0,48,32,2.80
0,48,64,13.24
0,48,128,11.27
0,48,256,12.40
0,48,512,12.41
0,48,1024,17.30
0,48,2048,24.24
0,48,4096,28.48
0,48,8192,30.68
0,48,16384,30.63
0,48,32768,32.27
0,48,65536,64.67
0,48,131072,124.60
0,48,262144,275.42
0,48,524288,604.41
0,48,1048576,1132.01
0,64,1,1.88
0,64,2,8.77
0,64,4,1.89
0,64,8,0.94
0,64,16,1.40
0,64,32,2.08
0,64,64,3.11
0,64,128,10.74
0,64,256,14.14
0,64,512,11.11
0,64,1024,11.04
0,64,2048,18.06
0,64,4096,36.44
0,64,8192,35.33
0,64,16384,26.51
0,64,32768,40.49
0,64,65536,84.77
0,64,131072,138.63
0,64,262144,331.91
0,64,524288,737.69
0,64,1048576,1171.58
0,96,1,2.44
0,96,2,8.30
0,96,4,4.17
0,96,8,2.42
0,96,16,2.66
0,96,32,3.15
0,96,64,3.93
0,96,128,13.55
0,96,256,15.72
0,96,512,17.25
0,96,1024,23.13
0,96,2048,27.19
0,96,4096,33.95
0,96,8192,39.82
0,96,16384,30.89
0,96,32768,58.91
0,96,65536,101.91
0,96,131072,209.77
0,96,262144,472.58
0,96,524288,911.95
0,96,1048576,1416.99
0,128,1,3.12
0,128,2,21.11
0,128,4,4.53
0,128,8,3.95
0,128,16,3.51
0,128,32,4.89
0,128,64,5.81
0,128,128,43.37
0,128,256,23.27
0,128,512,22.54
0,128,1024,34.10
0,128,2048,33.96
0,128,4096,45.37
0,128,8192,64.48
0,128,16384,98.42
0,128,32768,181.82
0,128,65536,138.89
0,128,131072,284.69
0,128,262144,496.59
0,128,524288,1122.17
0,128,1048576,1730.68
0,176,1,96.51
0,176,2,13.69
0,176,4,9.57
0,176,8,5.25
0,176,16,5.41
0,176,32,4.07
0,176,64,7.54
0,176,128,16.03
0,176,256,23.81
0,176,512,19.58
0,176,1024,24.73
0,176,2048,60.42
0,176,4096,52.06
0,176,8192,80.51
0,176,16384,134.76
0,176,32768,471.27
0,176,65536,116.14
0,176,131072,241.49
0,176,262144,465.69
0,176,524288,999.47
0,176,1048576,1711.12
0,224,1,35.84
0,224,2,15.29
0,224,4,10.26
0,224,8,10.52
0,224,16,9.16
0,224,32,10.86
0,224,64,11.07
0,224,128,15.65
0,224,256,35.02
0,224,512,31.39
0,224,1024,22.07
0,224,2048,35.47
0,224,4096,61.29
0,224,8192,103.33
0,224,16384,172.37
0,224,32768,371.79
0,224,65536,126.18
0,224,131072,268.92
0,224,262144,497.59
0,224,524288,1009.99
0,224,1048576,1548.51
0,256,1,1.95
0,256,2,2.28
0,256,4,1.00
0,256,8,1.23
0,256,16,1.17
0,256,32,1.50
0,256,64,0.99
0,256,128,15.85
0,256,256,24.92
0,256,512,14.91
0,256,1024,22.22
0,256,2048,34.60
0,256,4096,49.55
0,256,8192,57.81
0,256,16384,158.04
0,256,32768,60.28
0,256,65536,97.24
0,256,131072,216.62
0,256,262144,403.25
0,256,524288,825.87
0,256,1048576,1676.20
1,2,1,3791.57
1,2,2,0.18
1,2,4,0.17
1,2,8,0.15
1,2,16,0.16
1,2,32,0.18
1,2,64,0.15
1,2,128,1.23
1,2,256,7.06
1,2,512,1.49
1,2,1024,1.37
1,2,2048,1.25
1,2,4096,5.98
1,2,8192,6.46
1,2,16384,5.44
1,2,32768,6.05
1,2,65536,7.59
1,2,131072,11.60
1,2,262144,22.16
1,2,524288,40.92
1,2,1048576,80.56
1,4,1,0.55
1,4,2,0.25
1,4,4,0.16
1,4,8,0.15
1,4,16,0.15
1,4,32,1.30
1,4,64,0.17
1,4,128,3.16
1,4,256,4.25
1,4,512,2.80
1,4,1024,4.10
1,4,2048,4.84
1,4,4096,7.66
1,4,8192,9.60
1,4,16384,5.45
1,4,32768,5.81
1,4,65536,8.94
1,4,131072,21.37
1,4,262144,45.33
1,4,524288,87.28
1,4,1048576,208.45
1,8,1,5679.67
1,8,2,1.09
1,8,4,2.85
1,8,8,0.92
1,8,16,0.52
1,8,32,1.63
1,8,64,0.71
1,8,128,9.19
1,8,256,6.83
1,8,512,12.96
1,8,1024,6.71
1,8,2048,13.51
1,8,4096,15.88
1,8,8192,20.32
1,8,16384,13.29
1,8,32768,10.83
1,8,65536,26.08
1,8,131072,50.80
1,8,262144,104.81
1,8,524288,260.34
1,8,1048576,475.08
1,16,1,4.84
1,16,2,4.96
1,16,4,1.15
1,16,8,1.59
1,16,16,1.78
1,16,32,1.80
1,16,64,2.31
1,16,128,17.68
1,16,256,14.45
1,16,512,13.70
1,16,1024,20.35
1,16,2048,20.02
1,16,4096,34.24
1,16,8192,37.22
1,16,16384,15.63
1,16,32768,22.34
1,16,65536,44.15
1,16,131072,109.03
1,16,262144,224.10
1,16,524288,472.19
1,16,1048576,852.35
1,32,1,9.91
1,32,2,5.52
1,32,4,3.02
1,32,8,3.57
1,32,16,3.24
1,32,32,3.37
1,32,64,2.95
1,32,128,28.77
1,32,256,24.67
1,32,512,30.73
1,32,1024,32.89
1,32,2048,56.37
1,32,4096,70.94
1,32,8192,81.78
1,32,16384,24.25
1,32,32768,52.55
1,32,65536,86.55
1,32,131072,232.35
1,32,262144,435.15
1,32,524288,1036.15
1,32,1048576,2020.10
1,48,1,39.63
1,48,2,12.87
1,48,4,6.63
1,48,8,5.59
1,48,16,6.24
1,48,32,6.95
1,48,64,8.32
1,48,128,42.70
1,48,256,48.18
1,48,512,41.35
1,48,1024,50.69
1,48,2048,81.70
1,48,4096,97.75
1,48,8192,125.20
1,48,16384,40.16
1,48,32768,61.02
1,48,65536,188.05
1,48,131072,363.84
1,48,262144,863.54
1,48,524288,1574.82
1,48,1048576,2688.02
1,64,1,5.12
1,64,2,24.63
1,64,4,4.89
1,64,8,4.44
1,64,16,6.45
1,64,32,5.03
1,64,64,11.76
1,64,128,89.88
1,64,256,75.92
1,64,512,53.72
1,64,1024,60.12
1,64,2048,79.29
1,64,4096,125.14
1,64,8192,164.88
1,64,16384,58.26
1,64,32768,82.34
1,64,65536,208.47
1,64,131072,456.66
1,64,262144,673.87
1,64,524288,1440.59
1,64,1048576,3691.48
1,96,1,13.07
1,96,2,71.60
1,96,4,11.22
1,96,8,9.55
1,96,16,9.99
1,96,32,15.37
1,96,64,12.91
1,96,128,106.27
1,96,256,96.08
1,96,512,86.55
1,96,1024,110.72
1,96,2048,158.80
1,96,4096,208.88
1,96,8192,269.46
1,96,16384,82.25
1,96,32768,126.13
1,96,65536,301.31
1,96,131072,709.94
1,96,262144,1907.59
1,96,524288,4530.06
1,96,1048576,8746.66
1,128,1,20.06
1,128,2,135.91
1,128,4,17.73
1,128,8,12.96
1,128,16,14.41
1,128,32,25.69
1,128,64,19.71
1,128,128,146.38
1,128,256,135.42
1,128,512,112.32
1,128,1024,145.84
1,128,2048,214.05
1,128,4096,291.61
1,128,8192,368.40
1,128,16384,105.40
1,128,32768,324.45
1,128,65536,760.01
1,128,131072,1828.25
1,128,262144,3563.56
1,128,524288,8411.55
1,128,1048576,13925.20
1,176,1,44.14
1,176,2,129.86
1,176,4,33.61
1,176,8,23.29
1,176,16,36.94
1,176,32,39.43
1,176,64,35.55
1,176,128,220.74
1,176,256,191.59
1,176,512,145.96
1,176,1024,194.45
1,176,2048,283.79
1,176,4096,390.19
1,176,8192,481.90
1,176,16384,106.87
1,176,32768,202.45
1,176,65536,560.96
1,176,131072,1169.67
1,176,262144,2718.11
1,176,524288,5163.05
1,176,1048576,8973.44
1,224,1,1.72
1,224,2,140.77
1,224,4,45.49
1,224,8,37.00
1,224,16,38.11
1,224,32,37.34
1,224,64,48.56
1,224,128,227.05
1,224,256,265.31
1,224,512,218.53
1,224,1024,222.07
1,224,2048,280.33
1,224,4096,469.10
1,224,8192,562.57
1,224,16384,132.55
1,224,32768,238.44
1,224,65536,652.96
1,224,131072,1407.05
1,224,262144,2546.86
1,224,524288,8031.51
1,224,1048576,12935.53
1,256,1,45.52
1,256,2,36.26
1,256,4,37.41
1,256,8,36.15
1,256,16,36.11
1,256,32,36.69
1,256,64,37.32
1,256,128,202.92
1,256,256,355.65
1,256,512,205.69
1,256,1024,261.40
1,256,2048,291.75
1,256,4096,502.10
1,256,8192,593.55
1,256,16384,150.67
1,256,32768,222.16
